,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
83,83,84,44.13,0.77,0.77,3,4,martial arts,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
83,83,84,33.06,0.44,0.5700000000000001,3,5,martial arts,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
83,83,84,36.01,0.96,0.12,3,6,martial arts,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
83,83,84,28.79,1.0,0.03,2,5,martial arts,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
83,83,84,34.01,1.0,0.2,4,4,martial arts,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
83,83,84,48.79,0.98,0.43,2,5,martial arts,4,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
83,83,84,43.11,0.8300000000000001,0.14,2,6,martial arts,4,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
83,83,84,30.15,0.75,0.0,2,5,martial arts,4,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
83,83,84,35.75,0.75,0.05,1,4,martial arts,4,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
83,83,84,21.75,0.98,0.01,2,4,martial arts,4,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
