,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
783,783,784,21.1,0.1,0.13,2,0,martial arts,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
783,783,784,25.71,0.07,0.01,3,0,martial arts,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
783,783,784,31.05,0.0,0.04,4,0,martial arts,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
783,783,784,2.89,0.0,0.0,5,0,martial arts,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
783,783,784,22.83,0.0,0.05,4,1,martial arts,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
783,783,784,27.42,0.0,0.06,5,1,martial arts,3,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
783,783,784,29.45,0.0,0.17,5,0,martial arts,3,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
783,783,784,12.86,0.09,0.15,6,0,martial arts,3,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
783,783,784,46.29,0.0,0.0,9,0,martial arts,3,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
783,783,784,18.62,0.1,0.0,8,0,martial arts,3,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
