,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
712,712,713,57.13,0.95,0.88,4,7,table tennis,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
712,712,713,50.39,1.0,0.67,5,6,table tennis,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
712,712,713,60.6,1.0,0.91,4,5,table tennis,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
712,712,713,63.85,0.94,1.0,3,3,table tennis,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
712,712,713,68.29,0.96,0.91,3,3,table tennis,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
712,712,713,48.56,1.0,0.95,2,2,table tennis,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
712,712,713,28.96,0.94,0.79,2,2,table tennis,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
712,712,713,44.45,1.0,0.8,3,2,table tennis,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
712,712,713,46.71,0.95,0.78,5,0,table tennis,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
712,712,713,51.33,0.95,1.0,4,0,table tennis,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
