,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
904,904,905,62.82,0.84,0.76,6,9,frisbee,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
904,904,905,61.97,0.95,0.67,7,10,frisbee,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
904,904,905,53.24,1.0,0.59,5,11,frisbee,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
904,904,905,72.59,0.93,1.0,4,11,frisbee,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
904,904,905,76.27,1.0,0.99,6,11,frisbee,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
904,904,905,83.2,1.0,1.0,6,12,frisbee,4,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
904,904,905,74.87,1.0,1.0,4,12,frisbee,4,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
904,904,905,59.14,0.96,0.93,3,11,frisbee,4,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
904,904,905,58.370000000000005,0.8200000000000001,0.93,3,12,frisbee,4,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
904,904,905,34.54,0.5,0.78,3,11,frisbee,4,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
