,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
788,788,789,40.54,0.08,0.96,0,7,frisbee,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
788,788,789,28.64,0.0,0.94,0,5,frisbee,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
788,788,789,27.08,0.12,0.93,1,5,frisbee,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
788,788,789,24.49,0.07,0.97,1,7,frisbee,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
788,788,789,36.12,0.2,0.75,0,6,frisbee,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
788,788,789,20.59,0.2,0.92,0,6,frisbee,3,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
788,788,789,13.76,0.0,0.74,0,4,frisbee,3,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
788,788,789,17.35,0.02,0.97,0,3,frisbee,3,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
788,788,789,43.71,0.0,1.0,0,3,frisbee,3,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
788,788,789,18.84,0.03,0.87,0,0,frisbee,3,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
