,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
646,646,647,47.95,0.25,0.25,8,4,martial arts,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
646,646,647,53.67,0.53,0.22,10,2,martial arts,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
646,646,647,61.53,0.54,0.37,9,3,martial arts,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
646,646,647,39.67,0.53,0.45,8,4,martial arts,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
646,646,647,49.96,0.73,0.45,7,3,martial arts,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
646,646,647,41.0,0.53,0.1,10,3,martial arts,1,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
646,646,647,48.38,1.0,0.0,10,4,martial arts,1,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
646,646,647,58.88,1.0,0.0,10,3,martial arts,1,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
646,646,647,55.02,1.0,0.0,10,2,martial arts,1,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
646,646,647,47.44,1.0,0.0,9,0,martial arts,1,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
