,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
895,895,896,31.08,0.02,0.34,1,4,martial arts,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
895,895,896,7.13,0.0,0.0,2,4,martial arts,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
895,895,896,13.25,0.0,0.0,2,4,martial arts,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
895,895,896,18.94,0.21,0.0,1,2,martial arts,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
895,895,896,41.33,0.01,0.0,0,1,martial arts,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
895,895,896,37.25,0.0,0.08,0,0,martial arts,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
895,895,896,32.06,0.0,0.0,1,0,martial arts,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
895,895,896,44.74,0.0,0.14,2,0,martial arts,3,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
895,895,896,4.9,0.04,0.37,2,0,martial arts,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
895,895,896,24.96,0.33,0.52,3,0,martial arts,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
