,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
171,171,172,30.28,0.24,0.9,1,8,martial arts,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
171,171,172,44.64,0.34,1.0,2,7,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
171,171,172,47.31,0.47,1.0,2,6,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
171,171,172,50.0,0.52,1.0,2,5,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
171,171,172,66.03,1.0,0.97,0,3,martial arts,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
171,171,172,73.01,1.0,1.0,1,2,martial arts,3,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
171,171,172,63.83,1.0,0.98,0,1,martial arts,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
171,171,172,56.56,1.0,0.88,1,1,martial arts,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
171,171,172,54.26,0.98,0.89,1,0,martial arts,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
171,171,172,45.35,0.92,0.68,1,0,martial arts,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
