,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
302,302,303,0.0,0.05,0.12,2,0,frisbee,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
302,302,303,17.26,0.14,0.18,3,0,frisbee,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
302,302,303,0.0,0.34,0.0,3,1,frisbee,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
302,302,303,16.35,0.28,0.0,3,1,frisbee,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
302,302,303,0.0,0.0,0.11,2,1,frisbee,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
302,302,303,22.89,0.16,0.14,0,4,frisbee,3,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
302,302,303,34.36,0.0,0.0,0,3,frisbee,3,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
302,302,303,8.13,0.0,0.0,0,2,frisbee,3,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
302,302,303,13.0,0.0,0.03,1,4,frisbee,3,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
302,302,303,17.97,0.0,0.06,2,4,frisbee,3,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
