,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
242,242,243,41.66,0.6900000000000001,0.2,9,11,football,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
242,242,243,42.15,0.8,0.43,9,10,football,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
242,242,243,40.58,1.0,0.12,8,10,football,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
242,242,243,25.85,1.0,0.02,6,10,football,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
242,242,243,31.92,1.0,0.07,5,11,football,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
242,242,243,21.2,0.98,0.24,5,10,football,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
242,242,243,39.34,0.98,0.37,6,9,football,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
242,242,243,38.32,0.99,0.11,7,10,football,5,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
242,242,243,49.31,0.88,0.33,8,9,football,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
242,242,243,41.97,0.6900000000000001,0.3,8,9,football,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
