,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
975,975,976,77.57000000000001,0.98,0.96,9,12,football,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
975,975,976,57.53,0.73,0.92,10,11,football,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
975,975,976,52.0,0.63,0.92,10,12,football,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
975,975,976,22.48,0.0,0.95,9,12,football,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
975,975,976,42.8,0.0,1.0,8,11,football,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
975,975,976,39.18,0.0,0.98,8,10,football,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
975,975,976,25.25,0.0,1.0,8,11,football,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
975,975,976,24.39,0.16,0.93,10,11,football,5,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
975,975,976,35.160000000000004,0.24,1.0,8,10,football,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
975,975,976,11.93,0.06,0.97,7,10,football,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
