,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
142,142,143,44.22,0.91,0.09,9,6,baseball,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
142,142,143,32.96,0.91,0.09,9,4,baseball,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
142,142,143,49.83,0.98,0.28,10,4,baseball,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
142,142,143,51.11,1.0,0.49,8,4,baseball,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
142,142,143,62.92,0.98,0.98,8,1,baseball,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
142,142,143,60.11,1.0,0.94,8,1,baseball,3,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
142,142,143,66.14,1.0,0.9,8,0,baseball,3,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
142,142,143,45.7,0.75,0.88,9,0,baseball,3,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
142,142,143,48.32,0.34,1.0,9,2,baseball,3,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
142,142,143,83.38,1.0,1.0,9,4,baseball,3,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
