,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
278,278,279,31.1,0.62,0.35,7,5,frisbee,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
278,278,279,27.71,0.41,0.33,7,7,frisbee,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
278,278,279,45.68,0.89,0.4,7,7,frisbee,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
278,278,279,31.46,0.97,0.0,6,7,frisbee,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
278,278,279,45.02,0.79,0.0,8,8,frisbee,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
278,278,279,36.42,1.0,0.0,9,8,frisbee,4,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
278,278,279,45.8,0.85,0.04,9,9,frisbee,4,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
278,278,279,56.54,0.6,0.02,8,10,frisbee,4,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
278,278,279,61.09,1.0,0.02,8,10,frisbee,4,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
278,278,279,52.870000000000005,0.76,0.07,8,12,frisbee,4,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
