,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
290,290,291,22.48,0.5,0.79,1,9,table tennis,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
290,290,291,55.17,0.85,0.88,1,11,table tennis,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
290,290,291,49.78,0.85,0.88,0,12,table tennis,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
290,290,291,73.46000000000001,1.0,1.0,0,11,table tennis,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
290,290,291,61.39,0.81,1.0,0,11,table tennis,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
290,290,291,39.19,0.58,0.97,0,11,table tennis,4,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
290,290,291,36.97,0.61,0.9,0,10,table tennis,4,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
290,290,291,43.14,0.42,0.99,2,9,table tennis,4,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
290,290,291,59.7,0.77,1.0,3,8,table tennis,4,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
290,290,291,27.62,0.28,1.0,4,8,table tennis,4,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
