,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
935,935,936,25.35,0.5700000000000001,0.64,4,5,table tennis,7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
935,935,936,32.35,0.72,0.4,5,5,table tennis,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
935,935,936,50.620000000000005,0.54,1.0,4,3,table tennis,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
935,935,936,30.07,0.32,1.0,4,2,table tennis,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
935,935,936,0.0,0.0,0.9,3,1,table tennis,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
935,935,936,0.0,0.0,0.7000000000000001,3,1,table tennis,7,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
935,935,936,11.89,0.1,0.6,1,2,table tennis,7,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
935,935,936,22.56,0.22,1.0,0,3,table tennis,7,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
935,935,936,34.1,0.6,1.0,0,5,table tennis,7,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
935,935,936,55.83,1.0,1.0,0,4,table tennis,7,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
