,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
381,381,382,60.96,0.8,0.98,5,11,table tennis,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
381,381,382,49.73,0.56,1.0,5,11,table tennis,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
381,381,382,23.96,0.24,0.8200000000000001,5,12,table tennis,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
381,381,382,36.62,0.71,0.54,1,12,table tennis,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
381,381,382,5.59,0.78,0.19,1,12,table tennis,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
381,381,382,22.3,0.78,0.31,1,12,table tennis,5,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
381,381,382,35.58,0.81,0.6,1,12,table tennis,5,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
381,381,382,62.46,1.0,1.0,2,11,table tennis,5,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
381,381,382,66.51,1.0,1.0,3,11,table tennis,5,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
381,381,382,66.05,1.0,1.0,3,9,table tennis,5,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
