,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
824,824,825,38.72,0.98,0.19,10,4,gymnastics,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
824,824,825,31.27,0.96,0.0,10,2,gymnastics,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
824,824,825,40.68,0.9,0.0,10,2,gymnastics,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
824,824,825,42.28,0.88,0.0,10,4,gymnastics,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
824,824,825,33.3,0.76,0.01,10,4,gymnastics,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
824,824,825,26.32,0.67,0.0,10,2,gymnastics,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
824,824,825,35.97,0.65,0.05,10,3,gymnastics,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
824,824,825,47.08,1.0,0.17,9,4,gymnastics,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
824,824,825,52.98,0.95,0.32,10,6,gymnastics,3,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
824,824,825,51.5,1.0,0.47,10,6,gymnastics,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
