,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
399,399,400,11.57,0.13,0.86,1,3,table tennis,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
399,399,400,22.2,0.0,0.9,0,3,table tennis,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
399,399,400,17.19,0.11,0.91,0,3,table tennis,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
399,399,400,15.61,0.02,1.0,0,3,table tennis,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
399,399,400,15.87,0.0,1.0,2,4,table tennis,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
399,399,400,30.03,0.0,0.88,2,2,table tennis,2,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
399,399,400,9.16,0.09,0.96,3,2,table tennis,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
399,399,400,23.17,0.15,0.86,2,3,table tennis,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
399,399,400,2.26,0.0,0.7000000000000001,2,3,table tennis,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
399,399,400,24.33,0.0,0.52,2,5,table tennis,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
