,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
622,622,623,65.95,0.98,0.73,9,6,baseball,6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
622,622,623,54.65,0.93,0.67,8,4,baseball,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
622,622,623,52.92,0.98,0.18,9,4,baseball,6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
622,622,623,37.61,0.89,0.07,9,4,baseball,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
622,622,623,48.65,1.0,0.0,10,4,baseball,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
622,622,623,42.89,0.98,0.0,10,2,baseball,6,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
622,622,623,45.01,1.0,0.0,10,1,baseball,6,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
622,622,623,19.6,0.98,0.0,10,1,baseball,6,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
622,622,623,39.01,1.0,0.11,10,3,baseball,6,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
622,622,623,43.98,0.96,0.0,10,2,baseball,6,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
