,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
200,200,201,73.12,0.92,0.96,8,12,frisbee,5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
200,200,201,43.55,0.41,0.8300000000000001,8,11,frisbee,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
200,200,201,48.43,0.44,0.94,8,11,frisbee,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
200,200,201,71.86,0.7000000000000001,1.0,5,10,frisbee,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
200,200,201,69.26,0.78,1.0,6,12,frisbee,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
200,200,201,63.21,0.96,0.91,7,12,frisbee,5,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
200,200,201,52.0,0.75,0.94,6,12,frisbee,5,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
200,200,201,57.18,0.88,0.93,6,12,frisbee,5,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
200,200,201,71.11,0.89,1.0,7,12,frisbee,5,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
200,200,201,76.83,0.91,1.0,9,11,frisbee,5,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
