,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
159,159,160,13.2,0.6,0.59,4,1,curling,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
159,159,160,26.58,0.66,0.5700000000000001,3,1,curling,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
159,159,160,18.47,0.38,1.0,4,1,curling,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
159,159,160,23.68,0.38,1.0,4,3,curling,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
159,159,160,28.8,0.18,0.89,5,3,curling,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
159,159,160,50.06,0.68,0.84,7,3,curling,4,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
159,159,160,59.33,0.68,0.59,9,4,curling,4,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
159,159,160,30.71,0.34,0.02,8,4,curling,4,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
159,159,160,49.34,0.0,0.03,8,5,curling,4,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
159,159,160,45.7,0.01,0.1,8,6,curling,4,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
