,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
408,408,409,32.67,0.2,0.38,6,4,table tennis,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
408,408,409,31.53,0.28,0.19,5,4,table tennis,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
408,408,409,41.31,0.3,0.36,6,3,table tennis,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
408,408,409,11.52,0.23,0.68,7,2,table tennis,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
408,408,409,18.24,0.25,0.38,7,3,table tennis,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
408,408,409,47.76,0.88,0.52,8,4,table tennis,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
408,408,409,41.26,0.95,0.06,8,4,table tennis,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
408,408,409,31.43,0.97,0.0,8,5,table tennis,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
408,408,409,37.2,0.87,0.0,6,6,table tennis,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
408,408,409,47.26,0.8300000000000001,0.09,7,7,table tennis,2,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
