,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
464,464,465,37.51,0.74,0.65,3,2,football,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
464,464,465,55.78,0.86,1.0,3,2,football,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
464,464,465,48.21,0.72,0.94,3,1,football,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
464,464,465,35.1,0.46,0.68,3,2,football,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
464,464,465,31.14,0.48,0.71,2,1,football,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
464,464,465,3.88,0.42,0.5,1,2,football,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
464,464,465,54.46,0.0,0.25,2,4,football,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
464,464,465,14.93,0.02,0.75,2,4,football,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
464,464,465,39.77,0.0,0.95,0,3,football,5,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
464,464,465,2.34,0.17,0.86,0,4,football,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
