,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
102,102,103,27.56,0.75,0.49,5,3,curling,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
102,102,103,17.73,0.62,0.52,6,3,curling,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
102,102,103,30.7,0.0,0.99,6,4,curling,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
102,102,103,25.18,0.05,0.9,8,4,curling,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
102,102,103,27.02,0.0,1.0,7,5,curling,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
102,102,103,39.69,0.07,1.0,8,6,curling,4,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
102,102,103,41.42,0.28,0.96,7,6,curling,4,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
102,102,103,17.77,0.13,0.92,7,7,curling,4,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
102,102,103,25.06,0.19,0.51,7,8,curling,4,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
102,102,103,42.97,0.24,0.64,7,9,curling,4,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
