,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
272,272,273,37.99,0.98,0.3,10,4,baseball,6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
272,272,273,43.94,0.87,0.18,10,4,baseball,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
272,272,273,43.12,0.79,0.0,10,4,baseball,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
272,272,273,39.25,0.88,0.0,10,5,baseball,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
272,272,273,40.93,0.78,0.01,10,4,baseball,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
272,272,273,34.27,0.9,0.14,10,2,baseball,6,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
272,272,273,48.25,0.55,0.6900000000000001,10,2,baseball,6,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
272,272,273,59.620000000000005,0.92,0.64,10,2,baseball,6,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
272,272,273,54.92,1.0,0.48,10,1,baseball,6,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
272,272,273,42.37,0.85,0.59,9,1,baseball,6,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
