,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
63,63,64,58.89,0.72,0.72,9,11,martial arts,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
63,63,64,57.19,0.66,0.61,10,12,martial arts,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
63,63,64,50.44,0.44,0.65,10,12,martial arts,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
63,63,64,62.49,0.49,0.77,10,12,martial arts,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
63,63,64,61.0,0.8200000000000001,0.61,10,12,martial arts,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
63,63,64,69.86,0.98,0.92,9,11,martial arts,2,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
63,63,64,59.370000000000005,0.9,0.67,9,10,martial arts,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
63,63,64,47.01,0.86,0.19,9,9,martial arts,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
63,63,64,67.7,0.73,0.58,8,10,martial arts,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
63,63,64,50.31,0.65,0.76,7,11,martial arts,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
