,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
765,765,766,19.01,0.12,0.55,1,9,football,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
765,765,766,32.75,0.0,1.0,1,8,football,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
765,765,766,42.5,0.13,1.0,1,8,football,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
765,765,766,17.56,0.16,1.0,0,9,football,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
765,765,766,33.1,0.12,0.97,1,9,football,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
765,765,766,57.97,0.47,1.0,2,10,football,2,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
765,765,766,36.21,0.11,0.91,2,10,football,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
765,765,766,36.42,0.33,0.65,2,9,football,2,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
765,765,766,17.5,0.07,0.46,2,9,football,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
765,765,766,35.11,0.04,0.64,0,10,football,2,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
