,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
179,179,180,68.71000000000001,0.92,0.96,2,8,frisbee,7,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
179,179,180,69.39,1.0,0.97,2,9,frisbee,7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
179,179,180,61.31,1.0,0.99,2,9,frisbee,7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
179,179,180,65.34,0.99,1.0,2,10,frisbee,7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
179,179,180,70.43,1.0,1.0,4,10,frisbee,7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
179,179,180,72.59,0.99,0.97,5,10,frisbee,7,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
179,179,180,73.76,0.95,1.0,6,9,frisbee,7,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
179,179,180,72.94,0.8300000000000001,1.0,6,9,frisbee,7,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
179,179,180,62.14,0.7000000000000001,1.0,5,10,frisbee,7,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
179,179,180,73.75,0.86,1.0,7,10,frisbee,7,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
