,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
798,798,799,24.0,0.23,0.45,6,4,table tennis,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
798,798,799,30.82,0.09,0.94,7,4,table tennis,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
798,798,799,44.69,0.03,1.0,7,4,table tennis,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
798,798,799,38.26,0.0,1.0,7,3,table tennis,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
798,798,799,22.14,0.02,1.0,7,3,table tennis,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
798,798,799,39.83,0.19,0.97,8,4,table tennis,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
798,798,799,26.69,0.01,0.96,7,6,table tennis,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
798,798,799,30.29,0.0,1.0,6,6,table tennis,2,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
798,798,799,40.46,0.0,0.9,6,7,table tennis,2,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
798,798,799,17.81,0.0,0.79,6,7,table tennis,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
