,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
201,201,202,65.97,0.88,0.62,9,8,martial arts,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
201,201,202,90.23,1.0,1.0,10,7,martial arts,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
201,201,202,84.23,0.96,1.0,9,9,martial arts,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
201,201,202,77.4,1.0,0.85,10,9,martial arts,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
201,201,202,68.24,1.0,0.68,10,10,martial arts,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
201,201,202,75.89,1.0,0.79,9,10,martial arts,4,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
201,201,202,69.95,1.0,0.87,10,11,martial arts,4,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
201,201,202,64.66,0.91,0.8200000000000001,10,11,martial arts,4,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
201,201,202,64.64,1.0,0.8,10,12,martial arts,4,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
201,201,202,62.66,0.96,0.41,8,12,martial arts,4,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
