,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
169,169,170,47.43,0.78,0.86,7,11,curling,5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
169,169,170,51.21,0.51,0.95,8,10,curling,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
169,169,170,61.75,0.74,1.0,7,10,curling,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
169,169,170,52.42,1.0,0.77,7,11,curling,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
169,169,170,44.48,1.0,0.75,7,11,curling,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
169,169,170,35.03,0.87,0.36,7,11,curling,5,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
169,169,170,30.92,0.99,0.26,7,11,curling,5,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
169,169,170,43.65,0.96,0.48,7,10,curling,5,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
169,169,170,23.95,1.0,0.0,5,11,curling,5,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
169,169,170,40.49,0.99,0.02,5,12,curling,5,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
