,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
498,498,499,50.73,0.24,0.6,2,5,curling,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
498,498,499,17.0,0.46,0.55,2,6,curling,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
498,498,499,12.68,0.0,0.0,1,6,curling,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
498,498,499,13.0,0.0,0.0,1,7,curling,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
498,498,499,21.3,0.17,0.0,1,8,curling,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
498,498,499,32.86,0.3,0.15,1,6,curling,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
498,498,499,40.95,0.2,0.0,2,6,curling,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
498,498,499,28.48,0.43,0.0,0,5,curling,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
498,498,499,21.96,0.9,0.0,0,5,curling,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
498,498,499,19.6,0.76,0.05,1,6,curling,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
