,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
405,405,406,4.01,0.04,0.38,1,10,baseball,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
405,405,406,41.81,0.17,0.04,2,11,baseball,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
405,405,406,35.19,0.0,0.28,4,11,baseball,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
405,405,406,13.26,0.0,0.0,4,10,baseball,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
405,405,406,0.0,0.0,0.0,3,9,baseball,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
405,405,406,43.5,0.09,0.0,5,9,baseball,3,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
405,405,406,18.81,0.13,0.08,7,9,baseball,3,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
405,405,406,6.47,0.0,0.22,6,11,baseball,3,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
405,405,406,14.88,0.09,0.64,8,11,baseball,3,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
405,405,406,25.57,0.0,0.76,9,9,baseball,3,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
