,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
2,2,3,9.47,0.68,0.17,3,5,gymnastics,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2,2,3,11.94,1.0,0.21,3,6,gymnastics,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2,2,3,46.06,0.8300000000000001,0.03,2,5,gymnastics,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2,2,3,35.81,0.53,0.0,3,6,gymnastics,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2,2,3,0.0,0.31,0.0,2,5,gymnastics,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,2,3,4.79,0.21,0.08,2,5,gymnastics,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2,2,3,16.9,0.41,0.0,3,4,gymnastics,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2,2,3,37.62,0.31,0.03,3,3,gymnastics,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2,2,3,17.19,0.04,0.0,4,2,gymnastics,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2,2,3,55.45,0.04,0.0,2,1,gymnastics,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
