,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
768,768,769,41.19,0.3,0.33,1,5,football,6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
768,768,769,17.06,0.21,0.46,3,4,football,6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
768,768,769,23.7,0.0,0.01,4,3,football,6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
768,768,769,2.24,0.18,0.0,5,3,football,6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
768,768,769,0.0,0.0,0.0,5,4,football,6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
768,768,769,40.29,0.08,0.0,3,5,football,6,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
768,768,769,25.53,0.15,0.12,2,7,football,6,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
768,768,769,12.45,0.2,0.4,0,8,football,6,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
768,768,769,7.65,0.27,0.44,0,9,football,6,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
768,768,769,4.5600000000000005,0.23,0.38,2,10,football,6,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
