,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
294,294,295,40.31,0.98,0.65,8,6,baseball,5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
294,294,295,45.9,0.81,0.5,8,5,baseball,5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
294,294,295,46.29,0.51,0.87,9,5,baseball,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
294,294,295,73.45,0.97,0.93,10,2,baseball,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
294,294,295,70.45,0.84,1.0,10,3,baseball,5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
294,294,295,63.76,1.0,0.93,10,1,baseball,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
294,294,295,70.93,0.99,1.0,10,0,baseball,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
294,294,295,69.86,1.0,1.0,9,0,baseball,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
294,294,295,67.22,1.0,1.0,10,0,baseball,5,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
294,294,295,58.15,0.95,1.0,8,0,baseball,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
