,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
757,757,758,63.870000000000005,0.93,0.86,7,8,curling,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
757,757,758,66.1,0.79,1.0,7,8,curling,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
757,757,758,29.05,0.49,0.85,6,9,curling,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
757,757,758,36.97,0.0,1.0,8,9,curling,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
757,757,758,34.9,0.0,0.97,8,9,curling,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
757,757,758,17.81,0.0,0.78,9,9,curling,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
757,757,758,14.63,0.0,0.65,10,10,curling,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
757,757,758,32.64,0.05,0.75,10,10,curling,5,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
757,757,758,33.58,0.16,0.71,9,11,curling,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
757,757,758,41.52,0.27,0.6900000000000001,9,12,curling,5,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
