,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
918,918,919,60.38,0.66,0.8,8,9,martial arts,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
918,918,919,43.34,0.18,0.9,9,9,martial arts,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
918,918,919,40.89,0.37,0.58,10,9,martial arts,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
918,918,919,68.27,0.26,1.0,10,9,martial arts,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
918,918,919,65.67,0.17,1.0,10,8,martial arts,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
918,918,919,50.620000000000005,0.15,0.93,10,9,martial arts,2,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
918,918,919,35.11,0.0,0.84,9,8,martial arts,2,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
918,918,919,37.47,0.0,1.0,8,8,martial arts,2,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
918,918,919,49.04,0.0,1.0,8,9,martial arts,2,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
918,918,919,47.93,0.0,0.95,10,10,martial arts,2,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
