,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
907,907,908,34.13,0.75,0.47,7,3,football,6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
907,907,908,19.51,0.65,0.06,7,3,football,6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
907,907,908,5.38,0.19,0.12,8,3,football,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
907,907,908,26.41,0.58,0.01,6,3,football,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
907,907,908,20.9,0.54,0.0,6,4,football,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
907,907,908,28.16,0.63,0.19,6,4,football,6,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
907,907,908,39.99,1.0,0.16,7,3,football,6,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
907,907,908,34.65,0.92,0.24,8,3,football,6,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
907,907,908,51.32,0.68,0.47,9,2,football,6,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
907,907,908,12.94,0.59,0.02,9,2,football,6,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
