,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
914,914,915,43.34,0.6,0.77,5,3,table tennis,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
914,914,915,23.11,0.55,0.18,6,3,table tennis,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
914,914,915,29.08,0.84,0.19,6,1,table tennis,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
914,914,915,36.56,0.81,0.23,7,1,table tennis,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
914,914,915,35.0,0.8300000000000001,0.39,7,0,table tennis,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
914,914,915,50.35,0.8,0.7000000000000001,8,1,table tennis,3,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
914,914,915,52.74,0.5,1.0,8,0,table tennis,3,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
914,914,915,25.49,0.0,1.0,7,0,table tennis,3,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
914,914,915,40.15,0.0,1.0,6,0,table tennis,3,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
914,914,915,6.34,0.02,1.0,6,0,table tennis,3,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
