,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
706,706,707,56.02,0.91,0.9,7,10,basketball,7,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
706,706,707,72.9,1.0,0.89,6,11,basketball,7,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
706,706,707,56.49,0.97,0.7000000000000001,6,11,basketball,7,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
706,706,707,23.09,1.0,0.0,6,11,basketball,7,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
706,706,707,49.82,0.77,0.15,6,10,basketball,7,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
706,706,707,34.86,0.67,0.13,6,9,basketball,7,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
706,706,707,32.82,0.55,0.19,7,8,basketball,7,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
706,706,707,39.97,0.74,0.25,6,8,basketball,7,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
706,706,707,38.31,1.0,0.12,4,10,basketball,7,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
706,706,707,43.78,1.0,0.25,3,10,basketball,7,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
