,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
1,1,2,35.08,0.75,0.51,9,10,curling,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,2,44.37,1.0,0.41,8,10,curling,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,2,39.25,1.0,0.0,7,10,curling,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,2,39.92,0.95,0.0,5,9,curling,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,2,35.76,1.0,0.01,3,6,curling,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,2,7.72,1.0,0.02,3,4,curling,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,2,20.23,0.86,0.0,5,3,curling,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,2,31.61,0.84,0.0,5,3,curling,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,2,35.22,1.0,0.01,4,3,curling,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,2,36.67,0.9,0.14,6,4,curling,3,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
