,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
234,234,235,74.85000000000001,0.96,0.9,9,5,basketball,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
234,234,235,100.0,0.99,1.0,10,6,basketball,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
234,234,235,84.17,1.0,0.99,7,8,basketball,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
234,234,235,76.45,1.0,1.0,6,8,basketball,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
234,234,235,73.79,0.97,1.0,6,8,basketball,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
234,234,235,70.03,0.93,1.0,5,9,basketball,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
234,234,235,63.28,0.8200000000000001,1.0,3,11,basketball,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
234,234,235,67.99,0.85,1.0,5,11,basketball,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
234,234,235,67.08,0.86,1.0,5,11,basketball,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
234,234,235,70.73,0.79,0.97,6,11,basketball,5,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
