,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
454,454,455,36.28,0.44,0.52,5,8,table tennis,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
454,454,455,0.0,0.33,0.12,4,9,table tennis,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
454,454,455,33.15,0.97,0.22,3,8,table tennis,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
454,454,455,28.8,0.91,0.0,4,9,table tennis,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
454,454,455,25.33,0.86,0.0,5,10,table tennis,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
454,454,455,34.01,0.84,0.0,5,10,table tennis,5,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
454,454,455,33.67,0.97,0.0,5,10,table tennis,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
454,454,455,30.17,1.0,0.0,5,8,table tennis,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
454,454,455,38.21,1.0,0.16,5,8,table tennis,5,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
454,454,455,19.34,1.0,0.21,5,9,table tennis,5,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
