,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,evening,morning,noon,early_bird,night_owl,frosh,junior,senior,soph
734,734,735,65.72,0.65,0.64,8,11,frisbee,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
734,734,735,60.54,1.0,0.63,9,11,frisbee,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
734,734,735,57.25,1.0,0.64,9,11,frisbee,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
734,734,735,69.46000000000001,1.0,0.89,8,11,frisbee,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
734,734,735,69.98,0.66,1.0,7,11,frisbee,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
734,734,735,56.09,0.95,0.81,6,11,frisbee,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
734,734,735,82.65,0.81,1.0,7,11,frisbee,2,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
734,734,735,70.85000000000001,0.96,0.97,7,11,frisbee,2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
734,734,735,78.76,0.8300000000000001,1.0,7,9,frisbee,2,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
734,734,735,68.7,0.73,1.0,6,9,frisbee,2,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
