,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
624,625,56.39,west coast,evening,0.68,0.87,3,7,night owl,table tennis,5,sophomore
624,625,50.73,west coast,noon,0.44,0.84,4,8,night owl,table tennis,5,sophomore
624,625,64.96000000000001,west coast,evening,0.72,1.0,4,7,night owl,table tennis,5,sophomore
624,625,52.17,west coast,noon,0.5,1.0,5,8,night owl,table tennis,5,sophomore
624,625,36.67,west coast,noon,0.35,0.94,4,8,night owl,table tennis,5,sophomore
624,625,33.57,west coast,noon,0.56,0.76,3,8,night owl,table tennis,5,sophomore
624,625,40.94,west coast,noon,0.34,0.67,3,8,night owl,table tennis,5,sophomore
624,625,25.32,west coast,noon,0.48,0.58,1,9,night owl,table tennis,5,sophomore
624,625,31.42,west coast,noon,0.5,0.79,1,8,night owl,table tennis,5,sophomore
624,625,58.67,west coast,noon,0.75,1.0,0,9,night owl,table tennis,5,sophomore
