,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
354,355,67.31,west coast,evening,0.9,0.67,9,12,night owl,football,4,sophomore
354,355,60.7,west coast,evening,0.74,0.71,10,12,night owl,football,4,sophomore
354,355,60.23,west coast,noon,0.61,1.0,10,11,night owl,football,4,sophomore
354,355,87.76,west coast,evening,0.96,1.0,10,11,night owl,football,4,sophomore
354,355,76.19,west coast,noon,1.0,0.93,10,11,night owl,football,4,junior
354,355,70.91,west coast,noon,0.91,0.76,10,12,night owl,football,4,junior
354,355,50.94,west coast,noon,0.61,0.81,9,12,night owl,football,4,junior
354,355,40.85,west coast,evening,0.46,0.71,9,12,night owl,football,4,junior
354,355,61.85,west coast,noon,0.66,1.0,10,12,night owl,football,4,junior
354,355,57.95,west coast,noon,0.58,1.0,9,12,night owl,football,4,junior
