,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
418,419,33.9,west coast,evening,0.05,0.05,2,6,night owl,football,3,frosh
418,419,0.0,west coast,noon,0.0,0.36,2,5,night owl,football,3,frosh
418,419,41.34,west coast,noon,0.0,0.33,1,5,night owl,football,3,frosh
418,419,26.15,west coast,noon,0.07,0.39,1,4,night owl,football,3,frosh
418,419,40.69,west coast,noon,0.48,1.0,2,4,night owl,football,3,frosh
418,419,12.64,west coast,noon,0.0,1.0,3,4,night owl,football,3,frosh
418,419,0.0,west coast,noon,0.06,0.8,1,4,night owl,football,3,frosh
418,419,15.2,west coast,noon,0.0,0.89,0,3,night owl,football,3,frosh
418,419,13.27,west coast,evening,0.0,0.46,0,2,night owl,football,3,frosh
418,419,30.23,west coast,noon,0.18,1.0,0,3,night owl,football,3,frosh
