,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
87,88,0.0,east coast,morning,0.02,0.27,1,3,night owl,football,3,senior
87,88,28.72,east coast,noon,0.0,0.19,3,2,night owl,football,3,senior
87,88,18.67,east coast,noon,0.0,0.18,1,2,night owl,football,3,senior
87,88,51.46,east coast,noon,0.0,0.19,1,1,night owl,football,3,senior
87,88,5.8100000000000005,east coast,noon,0.13,0.41,4,2,night owl,football,3,senior
87,88,37.62,west coast,evening,0.71,0.24,4,5,night owl,football,3,senior
87,88,38.69,west coast,noon,1.0,0.43,2,5,night owl,football,3,senior
87,88,54.370000000000005,west coast,noon,0.93,0.49,2,6,night owl,football,3,senior
87,88,64.97,west coast,noon,1.0,0.95,3,4,night owl,football,3,senior
87,88,43.19,west coast,morning,0.86,0.8200000000000001,4,4,night owl,football,3,senior
