,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
135,136,20.92,east coast,noon,0.14,0.8,0,8,night owl,martial arts,7,sophomore
135,136,1.06,east coast,morning,0.03,0.33,0,8,night owl,martial arts,7,sophomore
135,136,7.28,east coast,morning,0.08,0.0,0,7,night owl,martial arts,7,sophomore
135,136,28.91,east coast,noon,0.01,0.0,0,8,night owl,martial arts,7,sophomore
135,136,30.94,east coast,noon,0.04,0.04,0,7,night owl,martial arts,7,sophomore
135,136,34.96,west coast,noon,0.17,0.05,0,6,night owl,martial arts,7,sophomore
135,136,23.39,west coast,evening,0.08,0.0,2,4,night owl,martial arts,7,sophomore
135,136,26.0,west coast,evening,0.12,0.11,1,4,night owl,martial arts,7,sophomore
135,136,0.0,west coast,noon,0.35,0.25,0,4,night owl,martial arts,7,sophomore
135,136,24.81,west coast,noon,0.0,0.0,0,5,night owl,martial arts,7,sophomore
