,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
879,880,9.45,west coast,noon,0.14,0.38,5,5,early bird,martial arts,2,frosh
879,880,12.15,west coast,noon,0.0,0.12,6,4,early bird,martial arts,2,frosh
879,880,15.55,west coast,noon,0.0,0.26,5,4,early bird,martial arts,2,frosh
879,880,32.81,west coast,noon,0.15,0.46,4,4,early bird,martial arts,2,frosh
879,880,19.02,west coast,noon,0.07,0.59,5,4,early bird,martial arts,2,frosh
879,880,35.79,west coast,evening,0.06,1.0,4,3,early bird,martial arts,2,frosh
879,880,32.88,west coast,noon,0.26,0.93,3,1,early bird,martial arts,2,frosh
879,880,44.88,west coast,noon,0.4,1.0,2,2,early bird,martial arts,2,frosh
879,880,55.65,west coast,noon,0.27,1.0,2,2,early bird,martial arts,2,frosh
879,880,35.97,west coast,noon,0.16,0.96,3,2,early bird,martial arts,2,frosh
