,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
414,415,52.55,west coast,evening,0.9,0.19,8,9,night owl,gymnastics,7,senior
414,415,43.78,west coast,noon,0.87,0.33,9,9,night owl,gymnastics,7,senior
414,415,54.91,west coast,noon,0.78,0.49,10,10,night owl,gymnastics,7,senior
414,415,30.79,west coast,noon,0.56,0.32,9,9,night owl,gymnastics,7,senior
414,415,43.59,west coast,noon,0.52,0.65,10,9,night owl,gymnastics,7,senior
414,415,29.8,west coast,noon,0.49,0.4,10,10,night owl,gymnastics,7,senior
414,415,48.56,west coast,noon,0.43,0.88,10,10,night owl,gymnastics,7,senior
414,415,77.84,west coast,noon,1.0,1.0,10,11,night owl,gymnastics,7,senior
414,415,82.69,west coast,evening,1.0,1.0,10,10,night owl,gymnastics,7,senior
414,415,70.84,west coast,noon,1.0,1.0,9,11,night owl,gymnastics,7,senior
