,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
807,808,13.97,west coast,noon,0.09,0.81,0,3,night owl,frisbee,3,junior
807,808,3.15,west coast,noon,0.0,0.71,1,3,night owl,frisbee,3,junior
807,808,31.28,west coast,evening,0.0,0.66,2,2,night owl,frisbee,3,junior
807,808,38.92,west coast,noon,0.0,0.88,2,2,night owl,frisbee,3,junior
807,808,27.73,west coast,noon,0.04,1.0,2,3,night owl,frisbee,3,junior
807,808,14.91,west coast,noon,0.13,0.91,2,2,night owl,frisbee,3,junior
807,808,32.51,west coast,noon,0.1,0.8,1,1,night owl,frisbee,3,junior
807,808,30.61,west coast,noon,0.0,1.0,1,1,night owl,frisbee,3,junior
807,808,26.65,west coast,noon,0.0,0.89,1,3,night owl,frisbee,3,junior
807,808,13.0,west coast,noon,0.0,0.8,1,4,night owl,frisbee,3,junior
