,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
99,100,54.74,east coast,morning,0.94,0.51,9,8,night owl,gymnastics,5,sophomore
99,100,65.43,east coast,evening,0.95,0.79,9,6,night owl,gymnastics,5,sophomore
99,100,64.07000000000001,east coast,evening,1.0,0.52,10,7,night owl,gymnastics,5,sophomore
99,100,66.82000000000001,east coast,evening,1.0,0.74,10,7,night owl,gymnastics,5,sophomore
99,100,69.9,east coast,noon,0.9,1.0,7,5,night owl,gymnastics,5,sophomore
99,100,72.07000000000001,west coast,morning,0.86,1.0,7,6,night owl,gymnastics,5,sophomore
99,100,68.22,west coast,noon,0.72,1.0,9,7,night owl,gymnastics,5,sophomore
99,100,57.02,west coast,evening,0.5700000000000001,0.94,8,8,night owl,gymnastics,5,sophomore
99,100,56.53,west coast,morning,0.98,0.81,9,8,night owl,gymnastics,5,sophomore
99,100,57.96,west coast,noon,0.87,0.92,8,8,night owl,gymnastics,5,sophomore
