,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
117,118,55.0,east coast,evening,0.14,1.0,0,8,night owl,basketball,2,senior
117,118,42.68,east coast,noon,0.0,1.0,0,9,night owl,basketball,2,senior
117,118,24.79,east coast,noon,0.06,0.97,1,10,night owl,basketball,2,senior
117,118,28.9,east coast,noon,0.0,0.85,2,11,night owl,basketball,2,senior
117,118,38.75,east coast,morning,0.09,0.78,2,11,night owl,basketball,2,senior
117,118,45.5,west coast,noon,0.0,0.81,4,11,night owl,basketball,2,senior
117,118,36.01,west coast,noon,0.0,1.0,4,11,night owl,basketball,2,senior
117,118,44.47,west coast,evening,0.01,1.0,5,11,night owl,basketball,2,senior
117,118,51.11,west coast,evening,0.0,1.0,5,10,night owl,basketball,2,senior
117,118,38.92,west coast,noon,0.01,0.91,5,10,night owl,basketball,2,senior
