,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
188,189,6.67,east coast,noon,0.26,0.03,4,3,night owl,baseball,5,frosh
188,189,15.55,east coast,noon,0.0,0.0,4,3,night owl,baseball,5,frosh
188,189,0.0,east coast,noon,0.01,0.21,4,3,night owl,baseball,5,frosh
188,189,26.14,east coast,noon,0.0,0.2,3,5,night owl,baseball,5,frosh
188,189,18.58,east coast,evening,0.0,0.66,3,5,night owl,baseball,5,frosh
188,189,44.97,west coast,noon,0.12,0.14,3,5,night owl,baseball,5,frosh
188,189,9.63,west coast,evening,0.0,0.0,3,8,night owl,baseball,5,frosh
188,189,0.0,west coast,noon,0.0,0.0,3,9,night owl,baseball,5,frosh
188,189,33.230000000000004,west coast,noon,0.13,0.0,4,8,night owl,baseball,5,frosh
188,189,24.15,west coast,evening,0.47,0.0,3,7,night owl,baseball,5,frosh
