,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
687,688,86.43,west coast,evening,0.98,0.99,9,9,night owl,frisbee,3,senior
687,688,67.78,west coast,noon,0.84,0.92,8,9,night owl,frisbee,3,senior
687,688,62.46,west coast,noon,0.74,0.87,7,10,night owl,frisbee,3,senior
687,688,48.93,west coast,morning,0.6,0.77,6,10,night owl,frisbee,3,senior
687,688,54.56,west coast,noon,0.79,0.45,7,9,night owl,frisbee,3,senior
687,688,56.76,west coast,noon,0.89,0.29,8,10,night owl,frisbee,3,senior
687,688,45.07,west coast,noon,0.94,0.39,7,10,night owl,frisbee,3,senior
687,688,60.92,west coast,morning,0.8200000000000001,0.41,9,9,night owl,frisbee,3,senior
687,688,34.480000000000004,west coast,noon,0.8,0.12,8,8,night owl,frisbee,3,senior
687,688,45.27,west coast,noon,0.65,0.31,9,7,night owl,frisbee,3,senior
