,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
725,726,24.52,west coast,noon,0.16,0.49,5,9,early bird,curling,2,junior
725,726,18.34,west coast,noon,0.17,0.27,5,10,early bird,curling,2,junior
725,726,27.06,west coast,noon,0.27,0.35,2,10,early bird,curling,2,junior
725,726,44.77,west coast,evening,0.73,0.54,3,8,early bird,curling,2,junior
725,726,39.88,west coast,noon,0.88,0.54,3,10,early bird,curling,2,junior
725,726,43.87,west coast,noon,1.0,0.79,2,11,early bird,curling,2,junior
725,726,53.81,west coast,noon,0.94,1.0,2,12,early bird,curling,2,junior
725,726,69.4,west coast,morning,0.84,1.0,3,12,early bird,curling,2,junior
725,726,59.73,west coast,morning,0.76,0.91,1,12,early bird,curling,2,junior
725,726,31.58,west coast,noon,0.39,0.84,0,12,early bird,curling,2,junior
