,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
426,427,55.27,west coast,evening,0.78,0.84,3,9,night owl,curling,7,junior
426,427,53.8,west coast,noon,1.0,0.7000000000000001,3,10,night owl,curling,7,junior
426,427,57.18,west coast,noon,0.95,1.0,1,11,night owl,curling,7,junior
426,427,53.68,west coast,noon,1.0,0.92,2,12,night owl,curling,7,junior
426,427,44.42,west coast,noon,1.0,0.87,1,12,night owl,curling,7,junior
426,427,45.99,west coast,evening,0.95,0.66,0,11,night owl,curling,7,junior
426,427,39.84,west coast,evening,1.0,0.55,1,12,night owl,curling,7,junior
426,427,34.02,west coast,noon,0.95,0.07,1,11,night owl,curling,7,junior
426,427,27.68,west coast,morning,0.94,0.07,0,11,night owl,curling,7,junior
426,427,33.160000000000004,west coast,noon,1.0,0.21,0,10,night owl,curling,7,junior
