,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
678,679,62.63,west coast,evening,0.52,0.96,3,11,night owl,table tennis,3,senior
678,679,27.04,west coast,noon,0.05,1.0,2,12,night owl,table tennis,3,senior
678,679,29.7,west coast,evening,0.0,1.0,1,10,night owl,table tennis,3,senior
678,679,20.53,west coast,noon,0.0,1.0,0,9,night owl,table tennis,3,senior
678,679,14.34,west coast,noon,0.0,1.0,2,9,night owl,table tennis,3,senior
678,679,28.87,west coast,noon,0.0,0.95,2,9,night owl,table tennis,3,senior
678,679,20.13,west coast,noon,0.07,1.0,2,10,night owl,table tennis,3,senior
678,679,34.01,west coast,evening,0.0,1.0,2,12,night owl,table tennis,3,senior
678,679,32.0,west coast,noon,0.17,1.0,3,12,night owl,table tennis,3,senior
678,679,37.31,west coast,noon,0.3,1.0,3,11,night owl,table tennis,3,senior
