,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
350,351,55.6,west coast,evening,0.73,0.16,10,2,night owl,curling,3,sophomore
350,351,47.6,west coast,evening,0.61,0.4,10,2,night owl,curling,3,sophomore
350,351,48.77,west coast,noon,0.39,1.0,10,2,night owl,curling,3,sophomore
350,351,39.63,west coast,evening,0.0,1.0,9,3,night owl,curling,3,sophomore
350,351,49.71,west coast,noon,0.21,0.93,8,2,night owl,curling,3,sophomore
350,351,55.76,west coast,noon,0.11,1.0,9,2,night owl,curling,3,sophomore
350,351,51.07,west coast,noon,0.21,1.0,10,2,night owl,curling,3,sophomore
350,351,39.83,west coast,evening,0.06,1.0,9,1,night owl,curling,3,sophomore
350,351,32.8,west coast,noon,0.05,0.91,10,3,night owl,curling,3,sophomore
350,351,34.9,west coast,noon,0.0,1.0,8,1,night owl,curling,3,sophomore
