,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
313,314,53.56,west coast,noon,0.13,0.08,5,4,night owl,curling,2,sophomore
313,314,23.9,west coast,noon,0.0,0.0,7,4,night owl,curling,2,sophomore
313,314,30.65,west coast,noon,0.0,0.03,7,6,night owl,curling,2,sophomore
313,314,12.36,west coast,noon,0.06,0.01,7,6,night owl,curling,2,sophomore
313,314,47.17,west coast,evening,0.0,0.0,8,5,night owl,curling,2,sophomore
313,314,20.0,west coast,noon,0.0,0.0,8,5,night owl,curling,2,sophomore
313,314,36.27,west coast,noon,0.0,0.02,8,7,night owl,curling,2,sophomore
313,314,36.84,west coast,evening,0.0,0.0,7,8,night owl,curling,2,sophomore
313,314,42.67,west coast,noon,0.0,0.05,7,8,night owl,curling,2,sophomore
313,314,34.410000000000004,west coast,evening,0.0,0.07,8,8,night owl,curling,2,sophomore
