,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
685,686,6.03,west coast,evening,0.16,0.47,1,3,night owl,table tennis,3,sophomore
685,686,49.17,west coast,noon,0.0,0.63,1,2,night owl,table tennis,3,sophomore
685,686,12.39,west coast,noon,0.0,0.36,2,0,night owl,table tennis,3,sophomore
685,686,33.26,west coast,morning,0.05,0.64,1,2,night owl,table tennis,3,sophomore
685,686,0.0,west coast,noon,0.08,0.0,1,1,night owl,table tennis,3,sophomore
685,686,55.67,west coast,noon,0.0,0.06,1,0,night owl,table tennis,3,sophomore
685,686,0.0,west coast,noon,0.13,0.0,1,0,night owl,table tennis,3,sophomore
685,686,24.38,west coast,morning,0.64,0.0,0,0,night owl,table tennis,3,sophomore
685,686,0.0,west coast,noon,0.08,0.08,0,2,night owl,table tennis,3,sophomore
685,686,0.0,west coast,noon,0.0,0.0,0,2,night owl,table tennis,3,sophomore
