,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
14,15,64.33,east coast,evening,0.95,0.39,10,10,night owl,table tennis,5,frosh
14,15,54.48,east coast,noon,0.91,0.71,9,10,night owl,table tennis,5,frosh
14,15,75.74,east coast,noon,0.95,1.0,10,10,night owl,table tennis,5,frosh
14,15,66.33,east coast,noon,1.0,0.93,10,9,night owl,table tennis,5,frosh
14,15,89.36,east coast,evening,0.93,1.0,10,9,night owl,table tennis,5,frosh
14,15,54.8,west coast,noon,1.0,0.84,10,10,night owl,table tennis,5,frosh
14,15,73.11,west coast,evening,1.0,0.77,10,11,night owl,table tennis,5,frosh
14,15,84.97,west coast,evening,1.0,1.0,9,10,night owl,table tennis,5,frosh
14,15,73.05,west coast,morning,0.99,1.0,8,11,night owl,table tennis,5,frosh
14,15,53.77,west coast,noon,1.0,0.88,8,10,night owl,table tennis,5,frosh
